Feature_Name,Coefficient_name,Level_Value,Beta_values,P_Value,Actionable_Flag,Odds_Ratio,Seller_Narratives,MaxOdds_Ratio,Feature_Direction,Seller_Narratives_Other,Feature_Count,Average,Rank_Feature,Earliest_Sales_Stage,Latest_Sales_Stage,Level_Name,Feature_Show_Hide,Business_Feature_Name,Action
binned_ecif.is.S500.Flag.ACRPotentialRevenue,"binned_ecif.is.S500.Flag.ACRPotentialRevenue(60, 75]&Yes&0","(60, 75]&Yes&0",5.2482,0.1439,Actionable,1.657885161,"On Deals from Strategic Customers with large Consumption Potential, offering ECIF increases the propensity to win",1.657885161,Positive,"On Deals from Strategic Customers with large Consumption Potential, offering ECIF increases the propensity to win",18,0.387381717,1,40,40,High,Hide,Deal ECIF,There is potential to add/increase ECIF on Deals from Strategic Customers with large Consumption Potential
binned_ecif.is.S500.Flag.ACRPotentialRevenue,"binned_ecif.is.S500.Flag.ACRPotentialRevenue(60, 75]&Yes&250000","(60, 75]&Yes&250000",3.3466,0.2971,Actionable,1.207944905,"On Deals from Strategic Customers with large Consumption Potential, offering ECIF increases the propensity to win",1.207944905,Positive,"On Deals from Strategic Customers with large Consumption Potential, offering ECIF increases the propensity to win",18,0.387381717,1,40,40,High,Hide,Deal ECIF,There is potential to add/increase ECIF on Deals from Strategic Customers with large Consumption Potential
binned_ecif.is.S500.Flag.ACRPotentialRevenue,"binned_ecif.is.S500.Flag.ACRPotentialRevenue(75, 100]&No&0","(75, 100]&No&0",1.3605,0.6456,Actionable,0.307852279,"On Deals from Strategic Customers with large Consumption Potential, offering ECIF increases the propensity to win",0.307852279,Positive,"On Deals from Strategic Customers with large Consumption Potential, offering ECIF increases the propensity to win",18,0.387381717,1,40,40,High,Hide,Deal ECIF,There is potential to add/increase ECIF on Deals from Strategic Customers with large Consumption Potential
binned_ecif.is.S500.Flag.ACRPotentialRevenue,"binned_ecif.is.S500.Flag.ACRPotentialRevenue(75, 100]&No&250000","(75, 100]&No&250000",2.6611,0.2232,Actionable,0.978739571,"On Deals from Strategic Customers with large Consumption Potential, offering ECIF increases the propensity to win",1.846326566,Positive,"On Deals from Strategic Customers with large Consumption Potential, offering ECIF increases the propensity to win",18,0.387381717,3,40,40,Medium-Low,Hide,Deal ECIF,There is potential to add/increase ECIF on Deals from Strategic Customers with large Consumption Potential
binned_ecif.is.S500.Flag.ACRPotentialRevenue,"binned_ecif.is.S500.Flag.ACRPotentialRevenue(75, 100]&Yes&0","(75, 100]&Yes&0",3.0875,0.2166,Actionable,1.127361702,"On Deals from Strategic Customers with large Consumption Potential, offering ECIF increases the propensity to win",1.657885161,Positive,"On Deals from Strategic Customers with large Consumption Potential, offering ECIF increases the propensity to win",18,0.387381717,2,40,40,Medium-High,Hide,Deal ECIF,There is potential to add/increase ECIF on Deals from Strategic Customers with large Consumption Potential
binned_ecif.is.S500.Flag.ACRPotentialRevenue,"binned_ecif.is.S500.Flag.ACRPotentialRevenue(75, 100]&Yes&1000000","(75, 100]&Yes&1000000",0.0539,0.0448,Actionable,-2.920624801,"On Deals from Strategic Customers with large Consumption Potential, offering ECIF increases the propensity to win",0.460079548,Negative,"On Deals from Strategic Customers with large Consumption Potential, offering ECIF increases the propensity to win",18,0.387381717,2,40,40,Medium-High,Hide,Deal ECIF,There is potential to add/increase ECIF on Deals from Strategic Customers with large Consumption Potential
binned_ecif.is.S500.Flag.ACRPotentialRevenue,"binned_ecif.is.S500.Flag.ACRPotentialRevenue(75, 100]&Yes&1500000","(75, 100]&Yes&1500000",5.262,0.2149,Actionable,1.660511183,"On Deals from Strategic Customers with large Consumption Potential, offering ECIF increases the propensity to win",1.660511183,Positive,"On Deals from Strategic Customers with large Consumption Potential, offering ECIF increases the propensity to win",18,0.387381717,1,40,40,High,Hide,Deal ECIF,There is potential to add/increase ECIF on Deals from Strategic Customers with large Consumption Potential
binned_ecif.is.S500.Flag.ACRPotentialRevenue,binned_ecif.is.S500.Flag.ACRPotentialRevenue0% ECIF,0% ECIF,0.7592,0.5388,Actionable,-0.275490032,"On Deals from Strategic Customers with large Consumption Potential, offering ECIF increases the propensity to win",0.307852279,Negative,"On Deals from Strategic Customers with large Consumption Potential, offering ECIF increases the propensity to win",18,0.387381717,1,40,40,Low,Show,Deal ECIF,There is potential to add/increase ECIF on Deals from Strategic Customers with large Consumption Potential
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType10,0,1,0,Actionable,0,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,2.798664524,Positive,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,1,40,40,Low,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType10 RR&High&FF,0 RR&High&FF,0.5083,0,Actionable,-0.676683455,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,2.798664524,Negative,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,1,40,40,Low,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType10 RR&High&T&M,0 RR&High&T&M,0.2468,0.0002,Actionable,-1.399176987,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,1.078069387,Negative,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,6,40,40,Low,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType10 RR&Low&FF,0 RR&Low&FF,5.2277,0,Actionable,1.653971411,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,1.717610471,Positive,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,2,40,40,Low,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType10 RR&Low&T&M,0 RR&Low&T&M,3.3407,0.0005,Actionable,1.206180366,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,2.798664524,Positive,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,2,40,40,Low,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType10 RR&Medium&FF,0 RR&Medium&FF,2.8893,0.0006,Actionable,1.061014258,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,1.788571058,Positive,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,4,40,40,Low,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType10 RR&Medium&T&M,0 RR&Medium&T&M,3.8925,0,Actionable,1.359051625,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,2.275891981,Positive,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,5,40,40,Low,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType10-7618 RR&High&FF,0-7618 RR&High&FF,0.5083,0.2092,Actionable,-0.676683455,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,2.798664524,Negative,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,1,40,40,Medium-Low,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType10-7618 RR&High&T&M,0-7618 RR&High&T&M,2.939,0.1478,Actionable,1.078069387,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,1.078069387,Positive,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,1,40,40,Medium-Low,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType10-7618 RR&Low&FF,0-7618 RR&Low&FF,4.9666,0.0507,Actionable,1.602735501,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,1.717610471,Positive,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,3,40,40,Medium-Low,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType10-7618 RR&Low&T&M,0-7618 RR&Low&T&M,1.4973,0.6782,Actionable,0.403663486,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,2.798664524,Positive,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,5,40,40,Medium-Low,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType10-7618 RR&Medium&FF,0-7618 RR&Medium&FF,5.9809,0,Actionable,1.788571058,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,1.788571058,Positive,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,1,40,40,Medium-Low,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType10-7618 RR&Medium&T&M,0-7618 RR&Medium&T&M,6.9202,0,Actionable,1.934444671,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,2.275891981,Positive,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,2,40,40,Medium-Low,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType118500-49814 RR&High&T&M,18500-49814 RR&High&T&M,0.8345,0,Actionable,0,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,1.078069387,Negative,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,2,40,40,Medium-High,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType118500-49814 RR&High&FF,18500-49814 RR&High&FF,0.1407,0.0133,Actionable,-1.961125315,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,2.798664524,Negative,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,5,40,40,Medium-High,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType118500-49814 RR&Low&FF,18500-49814 RR&Low&FF,5.5712,0.0087,Actionable,1.717610471,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,1.717610471,Positive,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,1,40,40,Medium-High,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType118500-49814 RR&Low&T&M,18500-49814 RR&Low&T&M,2.9391,0.1778,Actionable,1.078103412,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,2.798664524,Positive,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,3,40,40,Medium-High,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType118500-49814 RR&Medium&FF,18500-49814 RR&Medium&FF,5.8746,0,Actionable,1.770637973,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,1.788571058,Positive,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,2,40,40,Medium-High,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType118500-49814 RR&Medium&T&M,18500-49814 RR&Medium&T&M,9.7366,0,Actionable,2.275891981,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,2.275891981,Positive,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,1,40,40,Medium-High,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType149814-22836934 RR&High&FF,49814-22836934 RR&High&FF,0.1458,0.0127,Actionable,-1.925519459,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,2.798664524,Negative,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,3,40,40,High,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType149814-22836934 RR&High&T&M,49814-22836934 RR&High&T&M,0.7857,0.7568,Actionable,-0.241180239,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,1.078069387,Negative,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,3,40,40,High,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType149814-22836934 RR&Low&FF,49814-22836934 RR&Low&FF,2.1476,0.0316,Actionable,0.76435094,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,1.717610471,Positive,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,4,40,40,High,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType149814-22836934 RR&Low&T&M,49814-22836934 RR&Low&T&M,16.4227,0,Actionable,2.798664524,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,2.798664524,Positive,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,1,40,40,High,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType149814-22836934 RR&Medium&FF,49814-22836934 RR&Medium&FF,2.6349,0.0026,Actionable,0.968845231,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,1.788571058,Positive,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,5,40,40,High,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType149814-22836934 RR&Medium&T&M,49814-22836934 RR&Medium&T&M,6.494,0,Actionable,1.870878674,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,2.275891981,Positive,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,4,40,40,High,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType17618-18500 RR&High&FF,7618-18500 RR&High&FF,0.1407,0,Actionable,-1.961125315,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,2.798664524,Negative,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,5,40,40,High,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType17618-18500 RR&High&T&M,7618-18500 RR&High&T&M,0.8345,0.88,Actionable,-0.180922536,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,1.078069387,Negative,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,2,40,40,Medium-Low,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType17618-18500 RR&Low&FF,7618-18500 RR&Low&FF,0.6352,0.6379,Actionable,-0.453815369,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,1.717610471,Negative,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,5,40,40,Medium-Low,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType17618-18500 RR&Low&T&M,7618-18500 RR&Low&T&M,2.1062,0.4967,Actionable,0.744885376,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,2.798664524,Positive,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,4,40,40,Medium-High,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType17618-18500 RR&Medium&FF,7618-18500 RR&Medium&FF,5.2797,0,Actionable,1.663869278,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,1.788571058,Positive,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,3,40,40,Medium-High,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_riskreserve_RiskRating_levels_FeeType1,binned_riskreserve_RiskRating_levels_FeeType17618-18500 RR&Medium&T&M,7618-18500 RR&Medium&T&M,6.871,0,Actionable,1.927309656,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,2.275891981,Positive,Having higher Risk Reserve on Deals based on Fee Type and Risk Assessment increases the propensity to win,28,0.815368783,3,40,40,Medium-High,Hide,Optimal Risk Reserve,There is potential to increase the Risk Reserve on this Deal
binned_TandM,"binned_TandM(-1.0, 0.0]","(-1.0, 0.0]",1,0.7167,Actionable,0,Having all packages in an opportunity with the same Fee Type increases the propensity to win,0.099845335,Positive,Having all packages in an opportunity with the same Fee Type increases the propensity to win,4,-0.061077703,2,40,40,Low,Hide,Fee Type Mix,No Action
binned_TandM,"binned_TandM(0.0, 0.43]","(0.0, 0.43]",0.9254,0.7167,Actionable,-0.077529203,Having all packages in an opportunity with the same Fee Type increases the propensity to win,0.099845335,Negative,Having all packages in an opportunity with the same Fee Type increases the propensity to win,4,-0.061077703,3,40,40,Medium-Low,Hide,Fee Type Mix,No Action
binned_TandM,"binned_TandM(0.43, 0.99]","(0.43, 0.99]",0.8142,0.2523,Actionable,-0.205549243,Having all packages in an opportunity with the same Fee Type increases the propensity to win,0.099845335,Negative,Having all packages in an opportunity with the same Fee Type increases the propensity to win,4,-0.061077703,4,40,40,Medium-High,Hide,Fee Type Mix,No Action
binned_TandM,"binned_TandM(0.99, 1.0]","(0.99, 1.0]",1.105,0.5137,Actionable,0.099845335,Having all packages in an opportunity with the same Fee Type increases the propensity to win,0.099845335,Positive,Having all packages in an opportunity with the same Fee Type increases the propensity to win,4,-0.061077703,1,40,40,High,Hide,Fee Type Mix,No Action
binned_Tier.1..Sr.Architect,"binned_Tier.1..Sr.Architect(-1.0, 0.0]","(-1.0, 0.0]",1,0.3522,Actionable,0,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,0,Positive,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,5,-0.211594137,1,40,40,Low,Hide,Optimal Resource Mix,Ensure High cost resources (Tier 1 and 2) do not exceed 20% of the total Deal resources in order to optimize the overall Cost in these type of deals
binned_Tier.1..Sr.Architect,"binned_Tier.1..Sr.Architect(0.0, 0.08]","(0.0, 0.08]",0.8303,0.3522,Actionable,-0.185968198,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,0,Negative,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,5,-0.211594137,4,40,40,Medium-Low,Hide,Optimal Resource Mix,Ensure High cost resources (Tier 1 and 2) do not exceed 20% of the total Deal resources in order to optimize the overall Cost in these type of deals
binned_Tier.1..Sr.Architect,"binned_Tier.1..Sr.Architect(0.08, 0.16]","(0.08, 0.16]",0.8861,0.7056,Actionable,-0.120925468,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,0,Negative,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,5,-0.211594137,3,40,40,Medium-Low,Hide,Optimal Resource Mix,Ensure High cost resources (Tier 1 and 2) do not exceed 20% of the total Deal resources in order to optimize the overall Cost in these type of deals
binned_Tier.1..Sr.Architect,"binned_Tier.1..Sr.Architect(0.16, 0.4]","(0.16, 0.4]",0.6052,0.0707,Actionable,-0.502196297,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,0,Negative,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,5,-0.211594137,5,40,40,Medium-High,Show,Optimal Resource Mix,Ensure High cost resources (Tier 1 and 2) do not exceed 20% of the total Deal resources in order to optimize the overall Cost in these type of deals
binned_Tier.1..Sr.Architect,"binned_Tier.1..Sr.Architect(0.4, 1.0]","(0.4, 1.0]",0.9634,0.9124,Actionable,-0.037286585,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,0,Negative,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,5,-0.211594137,2,40,40,High,Show,Optimal Resource Mix,Ensure High cost resources (Tier 1 and 2) do not exceed 20% of the total Deal resources in order to optimize the overall Cost in these type of deals
binned_Tier.2..Architect,"binned_Tier.2..Architect(-1.0, 0.0]","(-1.0, 0.0]",1,0.0989,Actionable,0,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,0.0964913,Positive,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,8,-0.085695686,2,40,40,Low,Hide,Optimal Resource Mix,Ensure High cost resources (Tier 1 and 2) do not exceed 20% of the total Deal resources in order to optimize the overall Cost in these type of deals
binned_Tier.2..Architect,"binned_Tier.2..Architect(0.0, 0.05]","(0.0, 0.05]",0.8411,0.0989,Actionable,-0.17304472,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,0.0964913,Negative,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,8,-0.085695686,7,40,40,Medium-Low,Hide,Optimal Resource Mix,Ensure High cost resources (Tier 1 and 2) do not exceed 20% of the total Deal resources in order to optimize the overall Cost in these type of deals
binned_Tier.2..Architect,"binned_Tier.2..Architect(0.05, 0.09]","(0.05, 0.09]",0.7775,0.0079,Actionable,-0.251671635,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,0.0964913,Negative,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,8,-0.085695686,8,40,40,Medium-Low,Hide,Optimal Resource Mix,Ensure High cost resources (Tier 1 and 2) do not exceed 20% of the total Deal resources in order to optimize the overall Cost in these type of deals
binned_Tier.2..Architect,"binned_Tier.2..Architect(0.09, 0.13]","(0.09, 0.13]",0.9,0.2723,Actionable,-0.105360516,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,0.0964913,Negative,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,8,-0.085695686,6,40,40,Medium-Low,Hide,Optimal Resource Mix,Ensure High cost resources (Tier 1 and 2) do not exceed 20% of the total Deal resources in order to optimize the overall Cost in these type of deals
binned_Tier.2..Architect,"binned_Tier.2..Architect(0.13, 0.18]","(0.13, 0.18]",0.9601,0.6809,Actionable,-0.040717833,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,0.0964913,Negative,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,8,-0.085695686,3,40,40,Medium-High,Hide,Optimal Resource Mix,Ensure High cost resources (Tier 1 and 2) do not exceed 20% of the total Deal resources in order to optimize the overall Cost in these type of deals
binned_Tier.2..Architect,"binned_Tier.2..Architect(0.18, 0.27]","(0.18, 0.27]",1.1013,0.3306,Actionable,0.0964913,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,0.0964913,Positive,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,8,-0.085695686,1,40,40,Medium-High,Show,Optimal Resource Mix,Ensure High cost resources (Tier 1 and 2) do not exceed 20% of the total Deal resources in order to optimize the overall Cost in these type of deals
binned_Tier.2..Architect,"binned_Tier.2..Architect(0.27, 0.5]","(0.27, 0.5]",0.9368,0.5226,Actionable,-0.065285467,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,0.0964913,Negative,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,8,-0.085695686,5,40,40,High,Show,Optimal Resource Mix,Ensure High cost resources (Tier 1 and 2) do not exceed 20% of the total Deal resources in order to optimize the overall Cost in these type of deals
binned_Tier.2..Architect,"binned_Tier.2..Architect(0.5, 1.0]","(0.5, 1.0]",0.9415,0.6373,Actionable,-0.060280931,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,0.0964913,Negative,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,8,-0.085695686,4,40,40,High,Show,Optimal Resource Mix,Ensure High cost resources (Tier 1 and 2) do not exceed 20% of the total Deal resources in order to optimize the overall Cost in these type of deals
binned_Tier.3..Sr.PjM.Cons.ADE,"binned_Tier.3..Sr.PjM.Cons.ADE(-1.0, 0.0]","(-1.0, 0.0]",1,0.0681,Actionable,0,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,0.39877612,Positive,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,9,0.267500414,9,40,40,Low,Hide,Optimal Resource Mix,Ensure High cost resources (Tier 1 and 2) do not exceed 20% of the total Deal resources in order to optimize the overall Cost in these type of deals
binned_Tier.3..Sr.PjM.Cons.ADE,"binned_Tier.3..Sr.PjM.Cons.ADE(0.0, 0.03]","(0.0, 0.03]",1.3627,0.0681,Actionable,0.309468026,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,0.39877612,Positive,High cost resources (Tier 1 and 2) resources not to exceed 20% of the total Deal resources,9,0.267500414,2,40,40,Low,Hide,Optimal Resource Mix,Ensure High cost resources (Tier 1 and 2) do not exceed 20% of the total Deal resources in order to optimize the overall Cost in these type of deals
