Opportunity ID,Opportunity Status,Area,Opportunity Size,SalesStage,Solution Area,Has Partner,Has SSSP,SSSP Ownership,Total Resources,Is Global,PreviousDAcountBucket,CombinationIteration,incidentBucket,Avg_Resource_Experience_Bucket,GrossNWSBucket,ContractDiscount%_binned,ECIF%_binned,approvedHoursBucket,GrowthLicensingSpendBucket,AvgResourceWinRateBucket,Digital Advisory Curr Flag,Fee Type,Avg PL Experience Bucket_binned,PPG,Commercial_Active_Oppty_Count_Bucketted,MonthsSlipped_Bucketted,Owner_Win_Rate_Bucketted,Tpid_Win_Rate_Bucketted,Is Tpid Active Support Contract,PrimarySponsorBDM,ExternalStallingFlag,ClosePlanExists,Domain PreSales Indicator,Risk_Fee,POC,StandardOfferingType,Accountplankey,MACC_binned,Cloud_SE,StalledDaysBinned,Cloud_Partner,Cloud_Discount,Cloud_Partner_Size,AvgCSATScore_Binned,Consulting_Action,SA_Size,DBScore_Binned,PPG_FeeType
7-3353SBA6QU,Open,UK,100k-300k ,20.0,Other,1,0,0,0.0,0,0,0,0,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,AA,0,AA
7-3353UJKLD3,Open,UK,300k-500k ,20.0,Security,1,0,1,2.0,0,0,1,0,<=2,0,<0%,0,0-20,<0.25,0%to40%,0,T&M,<2,Azure Security, =0, =0, 0-20,20-40,1,1,1,No,Has Domain Presales,2_Mixed,0,Custom,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_300k-500k ,0,0,Security_300k-500k,0,Azure Security _ T&M
7-33543JLJL4,Open,Central and Eastern Europe,100k-300k ,20.0,Other,1,0,0,0.0,0,0,0,200-400,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,AA,0,AA
7-335444U2AW,Open,United States,100k-300k ,20.0,Other,1,0,0,0.0,0,0,0,200-400,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,AA,0,AA
7-335445VL6E,Open,Germany,100k-300k ,20.0,Other,1,0,0,0.0,0,0,0,200-400,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,AA,0,AA
7-33546J3LAX,Open,United States,100k-300k ,20.0,Applications & Infrastructure,1,0,0,0.0,0,0,0,100-200,<=2,50M<,0%,0,0,<0.25,0%to40%,0,Other,0,Infra, =0, =0,20-40,40-60,1,1,1,No,Without Domain Presales,Other,0,Unknown,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,Applications & Infrastructure_100k-300k,0,Infra _ Other
7-3354A7HNFM,Open,United States,500k-1M   ,20.0,Modern Work,1,0,0,0.0,0,0,0,0-50,<=2,2M-10M,0%,0,0,<0.25,0%to40%,0,Other,0,MW, =0, =0, 0-20,20-40,1,1,1,No,Without Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_500k-1M   ,0,1,Modern Work_500k-1M,2-4,MW _ Other
7-3354ALQQKY,Open,United States,300k-500k ,80.0,Applications & Infrastructure,1,0,0,2.0,0,0-5,1,50-100,<=2,2M-10M,0%,20%+,40-60,<0.25,0%to40%,0,T&M,<2,App Dev, =0, =0, 0-20,20-40,1,1,1,No,Has Domain Presales,3_Mixed,0,Custom,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_300k-500k ,0,0,Applications & Infrastructure_300k-500k,2-4,App Dev _ T&M
7-3354C73BF4,Open,Western Europe,>1M       ,20.0,Applications & Infrastructure,1,0,0,2.0,0,0,0,0-50,<=2,2M-10M,0%,0,0-20,<0.25,40%to60%,0,Other,<2,App Dev, =0, =0, 0-20,40-60,1,1,1,No,Has Domain Presales,Other,0,Unknown,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_>1M       ,0,0,Applications & Infrastructure_>1M,2-4,App Dev _ Other
7-3354FDKNV2,Open,United States,100k-300k ,20.0,Applications & Infrastructure,1,0,0,1.0,0,0,0,400<,<=2,10M-50M,0%,0,100<,<0.25,0%to40%,0,Other,<2,App Dev, =0, =0,20-40,20-40,0,1,1,No,Has Domain Presales,Other,0,Unknown,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,Applications & Infrastructure_100k-300k,2-4,App Dev _ Other
7-3354FZIVOV,Open,France,>1M       ,20.0,Data & AI,1,0,0,0.0,0,0,0,50-100,<=2,2M-10M,0%,0,0,<0.25,0%to40%,0,Other,0,Data & AI, =0, =0, 0-20,40-60,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_>1M       ,0,0,Data & AI_>1M,0,Data & AI _ Other
7-3354G6Y3Q2,Open,United States,100k-300k ,20.0,Other,1,0,0,0.0,0,0,0,0,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,AA,0,AA
7-3354HJ3QMS,Open,Latam,100k-300k ,20.0,Other,1,0,0,0.0,0,0,0,0,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,AA,0,AA
7-3354LBGS5R,Open,United States,500k-1M   ,20.0,Modern Work,1,0,0,0.0,0,0,0,0-50,<=2,0-2M,0%,0,0,<0.25,0%to40%,0,Other,0,MW, =0, =0, 0-20,20-40,1,1,1,No,Without Domain Presales,Other,0,Mixed Custom/SO/MSO,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_500k-1M   ,0,1,Modern Work_500k-1M,2-4,MW _ Other
7-3354MUFVLQ,Open,Canada,300k-500k ,80.0,Data & AI,1,0,1,2.0,0,0,2,100-200,<=2,2M-10M,10%-20%,0,60-80,<0.25,0%to40%,0,T&M,0,Data & AI, =0, =0, 0-20,40-60,1,1,1,No,Has Domain Presales,3_Mixed,0,Custom,1,2M+,No,0,Cloud_1,Cloud_10%-20%,Cloud_1_300k-500k ,0,0,Data & AI_300k-500k,0,Data & AI _ T&M
7-3354NEDO6C,Open,Canada,100k-300k ,20.0,Other,1,0,0,0.0,0,0,2,100-200,<=2,2M-10M,<0%,0,0,<0.25,0%to40%,0,FF,0,Unknown, =0, =0,40-60,40-60,1,1,1,No,Without Domain Presales,3_FF,0,Full MSO,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,1,AA,0,AA
7-3354TXGHRP,Open,United States,100k-300k ,20.0,Other,1,0,0,0.0,0,0,0,0,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,AA,0,AA
7-3354V6WKCA,Open,UK,100k-300k ,20.0,Other,1,0,0,0.0,0,0,0,0,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,AA,0,AA
7-3354WDCNX3,Open,United States,50k-100k  ,20.0,Other,1,0,0,0.0,0,0,0,200-400,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_50k-100k  ,0,0,AA,0,AA
7-3354Z7LUP2,Open,United States,50k-100k  ,20.0,Other,1,0,0,0.0,0,0,0,200-400,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_50k-100k  ,0,0,AA,0,AA
7-3354ZE3HGK,Open,United States,<50K      ,20.0,Modern Work,1,0,0,0.0,0,0,0,50-100,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,MW, =0, =0, 0-20,40-60,1,1,1,No,Without Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_<50K      ,0,0,Modern Work_<50K,2-4,MW _ Other
7-3354ZXY6NF,Open,India,300k-500k ,60.0,Applications & Infrastructure,1,0,0,3.0,0,0,1,200-400,<=2,0-2M,<0%,0,0-20,<0.25,40%to60%,0,FF,<2,Infra, =0, =0,20-40,20-40,1,1,1,No,Has Domain Presales,3_FF,0,Mixed Custom/SO/MSO,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_300k-500k ,0,0,Applications & Infrastructure_300k-500k,2-4,Infra _ FF
7-33552K3ZSM,Open,United States,500k-1M   ,20.0,Data & AI,1,0,0,0.0,0,0,0,0-50,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Data & AI, =0, =0, 0-20,20-40,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_500k-1M   ,0,0,Data & AI_500k-1M,0,Data & AI _ Other
7-33552URO7Z,Open,United States,50k-100k  ,20.0,Other,1,0,0,0.0,0,0,0,200-400,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_50k-100k  ,0,0,AA,0,AA
7-33555F45CI,Open,United States,100k-300k ,20.0,Other,1,0,0,0.0,0,0,0,200-400,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0,40-60, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,AA,0,AA
7-3355CKMNZS,Open,United States,>1M       ,60.0,Data & AI,1,0,0,0.0,0,0,0,100-200,<=2,2M-10M,0%,0,0,<0.25,0%to40%,0,Other,0,Data & AI, =0, =0, 0-20,20-40,1,1,1,No,Without Domain Presales,Other,0,Unknown,1,2M+,Yes,0,Cloud_1,Cloud_0%,Cloud_1_>1M       ,0,1,Data & AI_>1M,4+,Data & AI _ Other
7-3355OTFDVV,Open,UK,<50K      ,20.0,Other,1,0,1,3.0,0,0,0,200-400,<=2,2M-10M,0%,0,0-20,<0.25,0%to40%,0,Other,<2,Unknown, =0, =0,20-40,20-40,1,1,1,No,Has Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_<50K      ,0,0,AA,0,AA
7-3355RKWYXP,Open,United States,50k-100k  ,20.0,Other,1,0,0,0.0,0,0,0,200-400,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_50k-100k  ,0,0,AA,0,AA
7-3355TATDKQ,Open,United States,300k-500k ,20.0,Other,1,0,0,0.0,0,0,0,0,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_300k-500k ,0,0,AA,0,AA
7-335637S7JA,Open,APAC,300k-500k ,80.0,Modern Work,1,0,0,3.0,0,0,1,100-200,<=2,2M-10M,0-10%,0,20-40,<0.25,40%to60%,0,FF,<2,MW, =0, =0,20-40,40-60,1,1,1,No,Has Domain Presales,3_FF,0,Mixed MSO/SO,1,2M+,No,0,Cloud_1,Cloud_0-10%,Cloud_1_300k-500k ,0,0,Modern Work_300k-500k,0-2,MW _ FF
7-3356XPJXD5,Open,ANZ,50k-100k  ,80.0,Applications & Infrastructure,1,0,0,2.0,0,0,1,0-50,<=2,0-2M,0%,0,0-20,<0.25,0%to40%,0,FF,<2,Infra, =0, =0, 0-20,20-40,1,1,1,No,Has Domain Presales,3_FF,0,Custom,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_50k-100k  ,0,0,Applications & Infrastructure_50k-100k,0,Infra _ FF
7-335AVWO4B6,Open,APAC,100k-300k ,20.0,Applications & Infrastructure,1,0,0,0.0,0,0,0,0,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Infra, =0, =0,20-40, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,1,Applications & Infrastructure_100k-300k,0,Infra _ Other
7-335AYDMU4D,Open,MEA,>1M       ,20.0,Security,1,0,1,0.0,0,0,0,50-100,<=2,0-2M,0%,0,0,<0.25,0%to40%,0,Other,0,Azure Security, =0, =0, 0-20,20-40,1,1,1,No,Without Domain Presales,Other,0,Unknown,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_>1M       ,0,1,Security_>1M,2-4,Azure Security _ Other
7-335BBA7FLB,Open,MEA,300k-500k ,60.0,Business Applications,1,0,1,0.0,0,0,0,0-50,<=2,0-2M,0%,0,0,<0.25,0%to40%,0,Other,0,Biz Apps, =0, =0,20-40,20-40,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_300k-500k ,0,0,Business Applications_300k-500k,0,Biz Apps _ Other
7-335BDDH6HI,Open,UK,100k-300k ,60.0,Other,1,0,0,0.0,0,0,0,0,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,AA,0,AA
7-335BIRJXYX,Open,MEA,100k-300k ,20.0,Other,1,0,0,0.0,0,0,0,200-400,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,AA,0,AA
7-335C24BUTK,Open,Western Europe,100k-300k ,20.0,Other,1,0,0,0.0,0,0,0,0,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,AA,0,AA
7-335C4FABEO,Open,UK,100k-300k ,80.0,Other,1,0,0,0.0,0,0,0,200-400,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,AA,0,AA
7-335C6CBUWI,Open,UK,100k-300k ,20.0,Other,1,0,0,0.0,0,0,0,200-400,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0,20-40, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,AA,0,AA
7-335CE452AC,Open,UK,300k-500k ,80.0,Applications & Infrastructure,1,0,1,3.0,0,0,2,0-50,<=2,2M-10M,0-10%,20%+,40-60,<0.25,40%to60%,0,T&M,<2,Infra, =0, =0,20-40,20-40,1,1,1,No,Has Domain Presales,2_Mixed,0,Custom,1,0,No,0,Cloud_1,Cloud_0-10%,Cloud_1_300k-500k ,0,0,Applications & Infrastructure_300k-500k,2-4,Infra _ T&M
7-335CFQYWAM,Open,UK,100k-300k ,20.0,Other,1,0,0,0.0,0,0,0,0,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,AA,0,AA
7-335CMAVZS4,Open,Western Europe,300k-500k ,40.0,Applications & Infrastructure,1,0,0,3.0,0,0,1,100-200,<=2,2M-10M,0-10%,0,20-40,<0.25,0%to40%,0,T&M,<2,Infra, =0, =0,20-40,40-60,1,1,1,No,Has Domain Presales,2_Mixed,0,Custom,1,0,No,0,Cloud_1,Cloud_0-10%,Cloud_1_300k-500k ,0,1,Applications & Infrastructure_300k-500k,2-4,Infra _ T&M
7-335CUVYLGO,Open,UK,100k-300k ,20.0,Other,1,0,0,0.0,0,0,0,200-400,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,AA,0,AA
7-335CVCNHNG,Open,Western Europe,>1M       ,20.0,Business Applications,1,0,0,2.0,0,0-5,1,0-50,<=2,2M-10M,0%,0,0-20,<0.25,0%to40%,0,T&M,<2,Biz Apps, =0, =0,20-40,20-40,1,1,1,No,Has Domain Presales,1_Mixed,0,Custom,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_>1M       ,0,0,Business Applications_>1M,0,Biz Apps _ T&M
7-335CZYVRHB,Open,Western Europe,300k-500k ,20.0,Business Applications,1,0,0,6.0,0,0,0,200-400,<=2,2M-10M,0%,0,20-40,<0.25,40%to60%,0,Other,<2,Biz Apps, =0, =0,20-40,20-40,1,1,1,No,Without Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_300k-500k ,0,0,Business Applications_300k-500k,2-4,Biz Apps _ Other
7-335DDSCJJR,Open,Western Europe,50k-100k  ,20.0,Other,1,0,0,0.0,0,0,0,0,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_50k-100k  ,0,0,AA,0,AA
7-335DE2JO67,Open,United States,100k-300k ,20.0,Other,1,0,0,0.0,0,0,0,0,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,AA,0,AA
7-335DKHOPMD,Open,United States,100k-300k ,20.0,Other,1,0,0,0.0,0,0,0,200-400,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0,40-60, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,AA,0,AA
7-335DNKAJ2V,Open,UK,>1M       ,20.0,Security,1,0,1,0.0,0,0,0,400<,<=2,2M-10M,0%,0,0,<0.25,0%to40%,0,Other,0,Azure Security, =0, =0,40-60,20-40,1,1,1,No,Without Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_>1M       ,0,1,Security_>1M,2-4,Azure Security _ Other
7-335DQJFEYO,Open,United States,500k-1M   ,20.0,Other,1,0,0,0.0,0,0,0,0-50,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0,20-40,40-60,1,1,1,No,Without Domain Presales,Other,0,Unknown,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_500k-1M   ,0,0,AA,0,AA
7-335E2FIBJQ,Open,United States,100k-300k ,20.0,Other,1,0,0,0.0,0,0,0,200-400,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0,40-60, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,AA,0,AA
7-335E2MO2JY,Open,United States,100k-300k ,20.0,Other,1,0,0,0.0,0,0,0,200-400,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,AA,0,AA
7-335E3LC62I,Open,United States,<50K      ,20.0,Business Applications,1,0,0,0.0,0,0,0,0-50,<=2,0-2M,0%,0,0,<0.25,0%to40%,0,Other,0,Biz Apps, =0, =0,20-40,20-40,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_<50K      ,0,0,Business Applications_<50K,0,Biz Apps _ Other
7-335E3MWU57,Open,UK,>1M       ,20.0,Other,1,0,0,0.0,0,0,0,0-50,<=2,0-2M,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20,20-40,1,1,1,No,Without Domain Presales,Other,0,Unknown,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_>1M       ,0,0,AA,0,AA
7-335E44JVCQ,Open,United States,100k-300k ,20.0,Other,1,0,0,0.0,0,0,0,200-400,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0,40-60, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,AA,0,AA
7-335E75YSSV,Open,Latam,100k-300k ,20.0,Other,1,0,0,0.0,0,0,0,200-400,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,AA,0,AA
7-335E7G4Y4N,Open,France,<50K      ,20.0,Modern Work,1,0,1,2.0,0,0,1,0-50,<=2,0-2M,<0%,0,20-40,<0.25,40%to60%,0,T&M,<2,MW, =0, =0,20-40,20-40,1,1,1,No,Has Domain Presales,3_Mixed,0,Custom,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_<50K      ,0,0,Modern Work_<50K,2-4,MW _ T&M
7-335ECYILAE,Open,Latam,100k-300k ,20.0,Other,1,0,0,0.0,0,0,0,200-400,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,AA,0,AA
7-335EEAEB67,Open,United States,100k-300k ,20.0,Other,1,0,0,0.0,0,0,0,0,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,AA,0,AA
7-335EEB7A5Z,Open,United States,500k-1M   ,20.0,Business Applications,1,0,0,2.0,0,0,0,0-50,<=2,10M-50M,0%,0,100<,<0.25,0%to40%,0,Other,<2,Biz Apps, =0, =0,20-40,40-60,1,1,1,No,Has Domain Presales,Other,0,Unknown,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_500k-1M   ,0,0,Business Applications_500k-1M,0,Biz Apps _ Other
7-335EEBQZTY,Open,Western Europe,100k-300k ,20.0,Other,1,0,0,0.0,0,0,0,200-400,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,AA,0,AA
7-335EF5JW7U,Open,UK,>1M       ,20.0,Data & AI,1,0,0,0.0,0,0,0,0-50,<=2,50M<,0%,0,0,<0.25,0%to40%,0,Other,0,Data & AI, =0, =0,20-40,20-40,1,1,1,No,Without Domain Presales,Other,0,Unknown,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_>1M       ,0,0,Data & AI_>1M,0,Data & AI _ Other
7-335EGXDGAN,Open,United States,300k-500k ,20.0,Business Applications,1,0,1,2.0,0,0,0,50-100,<=2,10M-50M,0%,0,0-20,<0.25,0%to40%,0,Other,<2,Biz Apps, =0, =0,20-40,40-60,0,1,1,No,Has Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_300k-500k ,0,0,Business Applications_300k-500k,2-4,Biz Apps _ Other
7-335EHCXNNR,Open,United States,500k-1M   ,20.0,Data & AI,1,0,0,2.0,0,0,0,50-100,<=2,2M-10M,0%,0,0-20,<0.25,0%to40%,0,Other,0,Data & AI, =0, =0, 0-20,20-40,1,1,1,No,Has Domain Presales,Other,0,Unknown,2,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_500k-1M   ,0,0,Data & AI_500k-1M,2-4,Data & AI _ Other
7-335EICE2YC,Open,United States,50k-100k  ,20.0,Other,1,0,0,0.0,0,0,0,0,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0,20-40,20-40,1,1,1,No,Without Domain Presales,Other,0,Unknown,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_50k-100k  ,0,1,AA,0,AA
7-335EJHFM6K,Open,Latam,100k-300k ,20.0,Other,1,0,0,0.0,0,0,0,200-400,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,AA,0,AA
7-335EKXM6M2,Open,Western Europe,300k-500k ,80.0,Data & AI,1,0,0,0.0,0,0-5,0,0-50,<=2,2M-10M,0%,0,0,<0.25,0%to40%,0,Other,0,Data & AI, =0, =0, 0-20,20-40,1,1,1,No,Without Domain Presales,Other,0,Unknown,1,0,No,0,Cloud_1,Cloud_0%,Cloud_1_300k-500k ,0,0,Data & AI_300k-500k,0,Data & AI _ Other
7-335EQHCOOG,Open,United States,>1M       ,20.0,Security,1,0,0,2.0,0,0,1,200-400,<=2,2M-10M,0%,0,20-40,0.25to0.75,0%to40%,0,Other,<2,Azure Security, =0, =0, 0-20,20-40,1,1,1,No,Without Domain Presales,Other,0,Mixed Custom/SO/MSO,2,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_>1M       ,0,1,Security_>1M,0,Azure Security _ Other
7-335EQKAOUH,Open,United States,100k-300k ,20.0,Other,1,0,0,0.0,0,0,0,200-400,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0, 0-20, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,AA,0,AA
7-335EVZQNP5,Open,United States,100k-300k ,20.0,Other,1,0,0,0.0,0,0,0,200-400,<=2,0,0%,0,0,<0.25,0%to40%,0,Other,0,Unknown, =0, =0,40-60, 0-20,0,1,1,No,Without Domain Presales,Other,0,Unknown,1,2M+,No,0,Cloud_1,Cloud_0%,Cloud_1_100k-300k ,0,0,AA,0,AA
